position,song,artist,genre,mood
42,What Was I Made For?,Billie Eilish,,
43,fukumean,Gunna,,
44,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,,
45,Kill Bill,SZA,,
46,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
47,LOU LOU,Gabito Ballesteros & Natanael Cano,,
48,Columbia,Quevedo,,
49,Blank Space (Taylor's Version),Taylor Swift,,
50,Another Love,Tom Odell,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook,,
2,Standing Next to You,Jung Kook,,
3,greedy,Tate McRae,,
4,Si No Estás,iñigo quintero,,
5,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
6,PERRO NEGRO,Bad Bunny,,
7,Paint The Town Red,Doja Cat,,
8,Cruel Summer,Taylor Swift,,
9,MONACO,Bad Bunny,,
10,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
11,Strangers,Kenya Grace,,
12,My Love Mine All Mine,Mitski,,
13,HARLEY QUINN,Fuerza Regida,,
14,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
15,Water,Tyla,,
16,QLONA,KAROL G,,
17,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
18,Lollipop,Darell,,
19,LALA,Myke Towers,,
20,Slut!,Taylor Swift,,
21,Según Quién,Maluma,,
22,I Wanna Be Yours,Arctic Monkeys,,
23,LADY GAGA,Peso Pluma,,
24,Hate You,Jung Kook,,
25,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,,
26,Yes or No,Jung Kook,,
27,Agora Hills,Doja Cat,,
28,Now And Then,The Beatles,,
29,Prada,cassö & RAYE & D-Block Europe,,
30,vampire,Olivia Rodrigo,,
31,As It Was,Harry Styles,,
32,Dance The Night - From Barbie The Album,Dua Lipa,,
33,Daylight,David Kushner,,
34,Starboy,The Weeknd,,
35,Please Don't Change (feat. DJ Snake),Jung Kook,,
36,IDGAF (feat. Yeat),Drake,,
37,Style (Taylor's Version),Taylor Swift,,
38,LOU LOU,Gabito Ballesteros & Natanael Cano,,
39,What Was I Made For?,Billie Eilish,,
40,Kill Bill,SZA,,
41,fukumean,Gunna,,
42,Closer to You (feat. Major Lazer),Jung Kook,,
43,Somebody,Jung Kook,,
44,Shot Glass of Tears,Jung Kook,,
45,Columbia,Quevedo,,
46,EL AMOR DE SU VIDA,Grupo Frontera,,
47,Too Sad to Dance,Jung Kook,,
48,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
49,Another Love,Tom Odell,,
50,Die For You,The Weeknd,,
1,Seven (feat. Latto) (Explicit Ver.),Jung Kook,,
2,Standing Next to You,Jung Kook,,
3,greedy,Tate McRae,,
4,Si No Estás,iñigo quintero,,
5,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
6,Cruel Summer,Taylor Swift,,
7,Paint The Town Red,Doja Cat,,
8,PERRO NEGRO,Bad Bunny,,
9,MONACO,Bad Bunny,,
10,My Love Mine All Mine,Mitski,,
11,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
12,Strangers,Kenya Grace,,
13,HARLEY QUINN,Fuerza Regida,,
14,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
15,Water,Tyla,,
16,QLONA,KAROL G,,
17,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
18,I Wanna Be Yours,Arctic Monkeys,,
19,LALA,Myke Towers,,
20,Slut!,Taylor Swift,,
21,Agora Hills,Doja Cat,,
22,LADY GAGA,Peso Pluma,,
23,Según Quién,Maluma,,
24,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,,
25,Lollipop,Darell,,
26,Hate You,Jung Kook,,
27,Yes or No,Jung Kook,,
28,Daylight,David Kushner,,
29,vampire,Olivia Rodrigo,,
30,Starboy,The Weeknd,,
31,As It Was,Harry Styles,,
32,What Was I Made For?,Billie Eilish,,
33,Dance The Night - From Barbie The Album,Dua Lipa,,
34,Kill Bill,SZA,,
35,Please Don't Change (feat. DJ Snake),Jung Kook,,
36,Now And Then,The Beatles,,
37,IDGAF (feat. Yeat),Drake,,
38,Prada,cassö & RAYE & D-Block Europe,,
39,LOU LOU,Gabito Ballesteros & Natanael Cano,,
40,Another Love,Tom Odell,,
41,fukumean,Gunna,,
42,Style (Taylor's Version),Taylor Swift,,
43,Columbia,Quevedo,,
44,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
45,EL AMOR DE SU VIDA,Grupo Frontera,,
46,The Night We Met,Lord Huron,,
47,Die For You,The Weeknd,,
48,Closer to You (feat. Major Lazer),Jung Kook,,
49,Somebody,Jung Kook,,
50,Shot Glass of Tears,Jung Kook,,
1,Standing Next to You,Jung Kook,,
2,greedy,Tate McRae,,
3,Si No Estás,iñigo quintero,,
4,Seven (feat. Latto) (Explicit Ver.),Jung Kook,,
5,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
6,PERRO NEGRO,Bad Bunny,,
7,Paint The Town Red,Doja Cat,,
8,Cruel Summer,Taylor Swift,,
9,MONACO,Bad Bunny,,
10,My Love Mine All Mine,Mitski,,
11,Strangers,Kenya Grace,,
12,Water,Tyla,,
13,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
14,HARLEY QUINN,Fuerza Regida,,
15,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
16,QLONA,KAROL G,,
17,Agora Hills,Doja Cat,,
18,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
19,I Wanna Be Yours,Arctic Monkeys,,
20,Slut!,Taylor Swift,,
21,LALA,Myke Towers,,
22,Según Quién,Maluma,,
23,Lollipop,Darell,,
24,Daylight,David Kushner,,
25,vampire,Olivia Rodrigo,,
26,As It Was,Harry Styles,,
27,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,,
28,Prada,cassö & RAYE & D-Block Europe,,
29,Starboy,The Weeknd,,
30,What Was I Made For?,Billie Eilish,,
31,IDGAF (feat. Yeat),Drake,,
32,Dance The Night - From Barbie The Album,Dua Lipa,,
33,Kill Bill,SZA,,
34,LADY GAGA,Peso Pluma,,
35,Another Love,Tom Odell,,
36,fukumean,Gunna,,
37,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
38,The Night We Met,Lord Huron,,
39,Columbia,Quevedo,,
40,Yes or No,Jung Kook,,
41,Stick Season,Noah Kahan,,
42,LOU LOU,Gabito Ballesteros & Natanael Cano,,
43,Sweater Weather,The Neighbourhood,,
44,Die For You,The Weeknd,,
45,Style (Taylor's Version),Taylor Swift,,
46,Now And Then,The Beatles,,
47,One Of The Girls,The Weeknd & JENNIE & Lily-Rose Depp,,
48,EL AMOR DE SU VIDA,Grupo Frontera,,
49,Hate You,Jung Kook,,
50,FINA,Bad Bunny,,
1,Standing Next to You,Jung Kook,,
2,greedy,Tate McRae,,
3,Si No Estás,iñigo quintero,,
4,Seven (feat. Latto) (Explicit Ver.),Jung Kook,,
5,PERRO NEGRO,Bad Bunny,,
6,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
7,Cruel Summer,Taylor Swift,,
8,Paint The Town Red,Doja Cat,,
9,MONACO,Bad Bunny,,
10,My Love Mine All Mine,Mitski,,
11,Strangers,Kenya Grace,,
12,Water,Tyla,,
13,HARLEY QUINN,Fuerza Regida,,
14,QLONA,KAROL G,,
15,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
16,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
17,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
18,Agora Hills,Doja Cat,,
19,LALA,Myke Towers,,
20,I Wanna Be Yours,Arctic Monkeys,,
21,Según Quién,Maluma,,
22,Slut!,Taylor Swift,,
23,Lollipop,Darell,,
24,Daylight,David Kushner,,
25,As It Was,Harry Styles,,
26,vampire,Olivia Rodrigo,,
27,Prada,cassö & RAYE & D-Block Europe,,
28,Starboy,The Weeknd,,
29,LADY GAGA,Peso Pluma,,
30,Dance The Night - From Barbie The Album,Dua Lipa,,
31,What Was I Made For?,Billie Eilish,,
32,IDGAF (feat. Yeat),Drake,,
33,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,,
34,Kill Bill,SZA,,
35,fukumean,Gunna,,
36,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
37,Another Love,Tom Odell,,
38,The Night We Met,Lord Huron,,
39,Stick Season,Noah Kahan,,
40,Columbia,Quevedo,,
41,Sweater Weather,The Neighbourhood,,
42,Die For You,The Weeknd,,
43,LOU LOU,Gabito Ballesteros & Natanael Cano,,
44,One Of The Girls,The Weeknd & JENNIE & Lily-Rose Depp,,
45,Yes or No,Jung Kook,,
46,Style (Taylor's Version),Taylor Swift,,
47,Anti-Hero,Taylor Swift,,
48,FINA,Bad Bunny,,
49,Flowers,Miley Cyrus,,
50,Lover,Taylor Swift,,
1,greedy,Tate McRae,,
2,Standing Next to You,Jung Kook,,
3,Si No Estás,iñigo quintero,,
4,PERRO NEGRO,Bad Bunny,,
5,Seven (feat. Latto) (Explicit Ver.),Jung Kook,,
6,Cruel Summer,Taylor Swift,,
7,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
8,Paint The Town Red,Doja Cat,,
9,MONACO,Bad Bunny,,
10,My Love Mine All Mine,Mitski,,
11,Strangers,Kenya Grace,,
12,HARLEY QUINN,Fuerza Regida,,
13,Water,Tyla,,
14,QLONA,KAROL G,,
15,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
16,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
17,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
18,Agora Hills,Doja Cat,,
19,LALA,Myke Towers,,
20,I Wanna Be Yours,Arctic Monkeys,,
21,Según Quién,Maluma,,
22,Slut!,Taylor Swift,,
23,Lollipop,Darell,,
24,Daylight,David Kushner,,
25,As It Was,Harry Styles,,
26,LADY GAGA,Peso Pluma,,
27,Prada,cassö & RAYE & D-Block Europe,,
28,vampire,Olivia Rodrigo,,
29,Starboy,The Weeknd,,
30,Dance The Night - From Barbie The Album,Dua Lipa,,
31,What Was I Made For?,Billie Eilish,,
32,IDGAF (feat. Yeat),Drake,,
33,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
34,Kill Bill,SZA,,
35,fukumean,Gunna,,
36,Stick Season,Noah Kahan,,
37,Another Love,Tom Odell,,
38,The Night We Met,Lord Huron,,
39,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,,
40,Columbia,Quevedo,,
41,Sweater Weather,The Neighbourhood,,
42,Die For You,The Weeknd,,
43,One Of The Girls,The Weeknd & JENNIE & Lily-Rose Depp,,
44,LOU LOU,Gabito Ballesteros & Natanael Cano,,
45,Style (Taylor's Version),Taylor Swift,,
46,Anti-Hero,Taylor Swift,,
47,Classy 101,Feid & Young Miko,,
48,Flowers,Miley Cyrus,,
49,Lover,Taylor Swift,,
50,Snooze,SZA,,
1,greedy,Tate McRae,,
2,Houdini,Dua Lipa,,
3,Si No Estás,iñigo quintero,,
4,Standing Next to You,Jung Kook,,
5,PERRO NEGRO,Bad Bunny,,
6,Cruel Summer,Taylor Swift,,
7,Paint The Town Red,Doja Cat,,
8,Seven (feat. Latto) (Explicit Ver.),Jung Kook,,
9,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
10,MONACO,Bad Bunny,,
11,My Love Mine All Mine,Mitski,,
12,Strangers,Kenya Grace,,
13,HARLEY QUINN,Fuerza Regida,,
14,Water,Tyla,,
15,QLONA,KAROL G,,
16,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
17,Lovin On Me,Jack Harlow,,
18,Agora Hills,Doja Cat,,
19,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
20,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
21,LALA,Myke Towers,,
22,Dance The Night - From Barbie The Album,Dua Lipa,,
23,I Wanna Be Yours,Arctic Monkeys,,
24,Prada,cassö & RAYE & D-Block Europe,,
25,Según Quién,Maluma,,
26,LALALALA,Stray Kids,,
27,As It Was,Harry Styles,,
28,Daylight,David Kushner,,
29,vampire,Olivia Rodrigo,,
30,LADY GAGA,Peso Pluma,,
31,Lollipop,Darell,,
32,Slut!,Taylor Swift,,
33,Starboy,The Weeknd,,
34,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
35,Stick Season,Noah Kahan,,
36,Northern Attitude (with Hozier),Noah Kahan & Hozier,,
37,fukumean,Gunna,,
38,IDGAF (feat. Yeat),Drake,,
39,What Was I Made For?,Billie Eilish,,
40,One Of The Girls,The Weeknd & JENNIE & Lily-Rose Depp,,
41,Kill Bill,SZA,,
42,Columbia,Quevedo,,
43,Another Love,Tom Odell,,
44,The Night We Met,Lord Huron,,
45,Sweater Weather,The Neighbourhood,,
46,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,,
47,MEGAVERSE,Stray Kids,,
48,Anti-Hero,Taylor Swift,,
49,LOU LOU,Gabito Ballesteros & Natanael Cano,,
50,Die For You,The Weeknd,,
1,greedy,Tate McRae,,
2,Si No Estás,iñigo quintero,,
3,Standing Next to You,Jung Kook,,
4,PERRO NEGRO,Bad Bunny,,
5,Cruel Summer,Taylor Swift,,
6,Houdini,Dua Lipa,,
7,Paint The Town Red,Doja Cat,,
8,Seven (feat. Latto) (Explicit Ver.),Jung Kook,,
9,MONACO,Bad Bunny,,
10,My Love Mine All Mine,Mitski,,
11,HARLEY QUINN,Fuerza Regida,,
12,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
13,Strangers,Kenya Grace,,
14,Water,Tyla,,
15,QLONA,KAROL G,,
16,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
17,Lovin On Me,Jack Harlow,,
18,Agora Hills,Doja Cat,,
19,LALA,Myke Towers,,
20,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
21,Según Quién,Maluma,,
22,I Wanna Be Yours,Arctic Monkeys,,
23,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
24,LADY GAGA,Peso Pluma,,
25,Dance The Night - From Barbie The Album,Dua Lipa,,
26,As It Was,Harry Styles,,
27,Prada,cassö & RAYE & D-Block Europe,,
28,vampire,Olivia Rodrigo,,
29,Daylight,David Kushner,,
30,Lollipop,Darell,,
31,Starboy,The Weeknd,,
32,All I Want for Christmas Is You,Mariah Carey,,
33,Columbia,Quevedo,,
34,Kill Bill,SZA,,
35,One Of The Girls,The Weeknd & JENNIE & Lily-Rose Depp,,
36,fukumean,Gunna,,
37,What Was I Made For?,Billie Eilish,,
38,LALALALA,Stray Kids,,
39,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
40,Stick Season,Noah Kahan,,
41,IDGAF (feat. Yeat),Drake,,
42,Slut!,Taylor Swift,,
43,LOU LOU,Gabito Ballesteros & Natanael Cano,,
44,Another Love,Tom Odell,,
45,Classy 101,Feid & Young Miko,,
46,Sweater Weather,The Neighbourhood,,
47,The Night We Met,Lord Huron,,
48,Die For You,The Weeknd,,
49,Anti-Hero,Taylor Swift,,
50,Flowers,Miley Cyrus,,
1,greedy,Tate McRae,,
2,Standing Next to You,Jung Kook,,
3,Cruel Summer,Taylor Swift,,
4,Si No Estás,iñigo quintero,,
5,Seven (feat. Latto) (Explicit Ver.),Jung Kook,,
6,My Love Mine All Mine,Mitski,,
7,PERRO NEGRO,Bad Bunny,,
8,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
9,Paint The Town Red,Doja Cat,,
10,Houdini,Dua Lipa,,
11,MONACO,Bad Bunny,,
12,HARLEY QUINN,Fuerza Regida,,
13,Strangers,Kenya Grace,,
14,Water,Tyla,,
15,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
16,QLONA,KAROL G,,
17,Agora Hills,Doja Cat,,
18,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
19,I Wanna Be Yours,Arctic Monkeys,,
20,Lovin On Me,Jack Harlow,,
21,LALA,Myke Towers,,
22,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
23,All I Want for Christmas Is You,Mariah Carey,,
24,Según Quién,Maluma,,
25,LADY GAGA,Peso Pluma,,
26,Daylight,David Kushner,,
27,vampire,Olivia Rodrigo,,
28,As It Was,Harry Styles,,
29,Dance The Night - From Barbie The Album,Dua Lipa,,
30,One Of The Girls,The Weeknd & JENNIE & Lily-Rose Depp,,
31,Starboy,The Weeknd,,
32,Kill Bill,SZA,,
33,What Was I Made For?,Billie Eilish,,
34,Last Christmas - Single Version,Wham!,,
35,Slut!,Taylor Swift,,
36,Lollipop,Darell,,
37,Stick Season,Noah Kahan,,
38,Prada,cassö & RAYE & D-Block Europe,,
39,The Night We Met,Lord Huron,,
40,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
41,Another Love,Tom Odell,,
42,fukumean,Gunna,,
43,Sweater Weather,The Neighbourhood,,
44,Columbia,Quevedo,,
45,IDGAF (feat. Yeat),Drake,,
46,Anti-Hero,Taylor Swift,,
47,Die For You,The Weeknd,,
48,LALALALA,Stray Kids,,
49,LOU LOU,Gabito Ballesteros & Natanael Cano,,
50,Lover,Taylor Swift,,
1,greedy,Tate McRae,,
2,Standing Next to You,Jung Kook,,
3,Cruel Summer,Taylor Swift,,
4,Si No Estás,iñigo quintero,,
5,Seven (feat. Latto) (Explicit Ver.),Jung Kook,,
6,My Love Mine All Mine,Mitski,,
7,PERRO NEGRO,Bad Bunny,,
8,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
9,Paint The Town Red,Doja Cat,,
10,Houdini,Dua Lipa,,
11,MONACO,Bad Bunny,,
12,HARLEY QUINN,Fuerza Regida,,
13,Strangers,Kenya Grace,,
14,Water,Tyla,,
15,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
16,QLONA,KAROL G,,
17,Agora Hills,Doja Cat,,
18,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
19,I Wanna Be Yours,Arctic Monkeys,,
20,Lovin On Me,Jack Harlow,,
21,LALA,Myke Towers,,
22,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
23,All I Want for Christmas Is You,Mariah Carey,,
24,Según Quién,Maluma,,
25,LADY GAGA,Peso Pluma,,
26,Daylight,David Kushner,,
27,vampire,Olivia Rodrigo,,
28,As It Was,Harry Styles,,
29,Dance The Night - From Barbie The Album,Dua Lipa,,
30,One Of The Girls,The Weeknd & JENNIE & Lily-Rose Depp,,
31,Starboy,The Weeknd,,
32,Kill Bill,SZA,,
33,What Was I Made For?,Billie Eilish,,
34,Last Christmas - Single Version,Wham!,,
35,Slut!,Taylor Swift,,
36,Lollipop,Darell,,
37,Stick Season,Noah Kahan,,
38,Prada,cassö & RAYE & D-Block Europe,,
39,The Night We Met,Lord Huron,,
40,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
41,Another Love,Tom Odell,,
42,fukumean,Gunna,,
43,Sweater Weather,The Neighbourhood,,
44,Columbia,Quevedo,,
45,IDGAF (feat. Yeat),Drake,,
46,Anti-Hero,Taylor Swift,,
47,Die For You,The Weeknd,,
48,LALALALA,Stray Kids,,
49,LOU LOU,Gabito Ballesteros & Natanael Cano,,
50,Lover,Taylor Swift,,
1,greedy,Tate McRae,,
2,Standing Next to You,Jung Kook,,
3,Si No Estás,iñigo quintero,,
4,Cruel Summer,Taylor Swift,,
5,My Love Mine All Mine,Mitski,,
6,Seven (feat. Latto) (Explicit Ver.),Jung Kook,,
7,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
8,Houdini,Dua Lipa,,
9,PERRO NEGRO,Bad Bunny,,
10,Paint The Town Red,Doja Cat,,
11,MONACO,Bad Bunny,,
12,Strangers,Kenya Grace,,
13,HARLEY QUINN,Fuerza Regida,,
14,Water,Tyla,,
15,Lovin On Me,Jack Harlow,,
16,Agora Hills,Doja Cat,,
17,QLONA,KAROL G,,
18,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
19,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
20,I Wanna Be Yours,Arctic Monkeys,,
21,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
22,LALA,Myke Towers,,
23,Daylight,David Kushner,,
24,As It Was,Harry Styles,,
25,Según Quién,Maluma,,
26,vampire,Olivia Rodrigo,,
27,Dance The Night - From Barbie The Album,Dua Lipa,,
28,Prada,cassö & RAYE & D-Block Europe,,
29,One Of The Girls,The Weeknd & JENNIE & Lily-Rose Depp,,
30,Slut!,Taylor Swift,,
31,Stick Season,Noah Kahan,,
32,Starboy,The Weeknd,,
33,What Was I Made For?,Billie Eilish,,
34,LADY GAGA,Peso Pluma,,
35,Kill Bill,SZA,,
36,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
37,The Night We Met,Lord Huron,,
38,IDGAF (feat. Yeat),Drake,,
39,All I Want for Christmas Is You,Mariah Carey,,
40,Another Love,Tom Odell,,
41,fukumean,Gunna,,
42,Sweater Weather,The Neighbourhood,,
43,Lollipop,Darell,,
44,Anti-Hero,Taylor Swift,,
45,Die For You,The Weeknd,,
46,Columbia,Quevedo,,
47,LALALALA,Stray Kids,,
48,Lover,Taylor Swift,,
49,Last Christmas - Single Version,Wham!,,
50,Snooze,SZA,,
1,greedy,Tate McRae,,
2,Si No Estás,iñigo quintero,,
3,Standing Next to You,Jung Kook,,
4,Cruel Summer,Taylor Swift,,
5,My Love Mine All Mine,Mitski,,
6,Seven (feat. Latto) (Explicit Ver.),Jung Kook,,
7,PERRO NEGRO,Bad Bunny,,
8,Paint The Town Red,Doja Cat,,
9,Houdini,Dua Lipa,,
10,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
11,Lovin On Me,Jack Harlow,,
12,Strangers,Kenya Grace,,
13,MONACO,Bad Bunny,,
14,HARLEY QUINN,Fuerza Regida,,
15,Water,Tyla,,
16,QLONA,KAROL G,,
17,Agora Hills,Doja Cat,,
18,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
19,I Wanna Be Yours,Arctic Monkeys,,
20,LALA,Myke Towers,,
21,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
22,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
23,As It Was,Harry Styles,,
24,Según Quién,Maluma,,
25,Daylight,David Kushner,,
26,vampire,Olivia Rodrigo,,
27,Prada,cassö & RAYE & D-Block Europe,,
28,Dance The Night - From Barbie The Album,Dua Lipa,,
29,Stick Season,Noah Kahan,,
30,One Of The Girls,The Weeknd & JENNIE & Lily-Rose Depp,,
31,LADY GAGA,Peso Pluma,,
32,Kill Bill,SZA,,
33,The Night We Met,Lord Huron,,
34,Starboy,The Weeknd,,
35,All I Want for Christmas Is You,Mariah Carey,,
36,What Was I Made For?,Billie Eilish,,
37,IDGAF (feat. Yeat),Drake,,
38,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
39,Slut!,Taylor Swift,,
40,Another Love,Tom Odell,,
41,fukumean,Gunna,,
42,Columbia,Quevedo,,
43,Sweater Weather,The Neighbourhood,,
44,Lollipop,Darell,,
45,Last Christmas - Single Version,Wham!,,
46,Anti-Hero,Taylor Swift,,
47,Die For You,The Weeknd,,
48,Snooze,SZA,,
49,Lover,Taylor Swift,,
50,Flowers,Miley Cyrus,,
1,greedy,Tate McRae,,
2,Si No Estás,iñigo quintero,,
3,Cruel Summer,Taylor Swift,,
4,My Love Mine All Mine,Mitski,,
5,Standing Next to You,Jung Kook,,
6,Seven (feat. Latto) (Explicit Ver.),Jung Kook,,
7,Paint The Town Red,Doja Cat,,
8,PERRO NEGRO,Bad Bunny,,
9,Lovin On Me,Jack Harlow,,
10,Houdini,Dua Lipa,,
11,Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,,
12,Strangers,Kenya Grace,,
13,MONACO,Bad Bunny,,
14,HARLEY QUINN,Fuerza Regida,,
15,Water,Tyla,,
16,Agora Hills,Doja Cat,,
17,QLONA,KAROL G,,
18,Que Onda,Calle 24 & Chino Pacas & Fuerza Regida,,
19,I Wanna Be Yours,Arctic Monkeys,,
20,LALA,Myke Towers,,
21,3D (feat. Jack Harlow),Jung Kook & Jack Harlow,,
22,Now That We Don't Talk (Taylor's Version) (From The Vault),Taylor Swift,,
23,As It Was,Harry Styles,,
24,Según Quién,Maluma,,
25,Daylight,David Kushner,,
26,Prada,cassö & RAYE & D-Block Europe,,
27,vampire,Olivia Rodrigo,,
28,Dance The Night - From Barbie The Album,Dua Lipa,,
29,Stick Season,Noah Kahan,,
30,All I Want for Christmas Is You,Mariah Carey,,
31,Kill Bill,SZA,,
32,One Of The Girls,The Weeknd & JENNIE & Lily-Rose Depp,,
33,LADY GAGA,Peso Pluma,,
34,The Night We Met,Lord Huron,,
35,IDGAF (feat. Yeat),Drake,,
36,Starboy,The Weeknd,,
37,I Remember Everything (feat. Kacey Musgraves),Zach Bryan,,
38,What Was I Made For?,Billie Eilish,,
39,Another Love,Tom Odell,,
40,Slut!,Taylor Swift,,
41,Last Christmas - Single Version,Wham!,,
42,Columbia,Quevedo,,
43,Sweater Weather,The Neighbourhood,,
44,fukumean,Gunna,,
45,Lollipop,Darell,,
46,Anti-Hero,Taylor Swift,,
47,Lover,Taylor Swift,,
48,Die For You,The Weeknd,,
49,Snooze,SZA,,
50,Yellow,Coldplay,,
1,greedy,Tate McRae,,
2,Si No Estás,iñigo quintero,,
3,Cruel Summer,Taylor Swift,,
4,Lovin On Me,Jack Harlow,,
5,My Love Mine All Mine,Mitski,,
6,Standing Next to You,Jung Kook,,
7,Seven (feat. Latto) (Explicit Ver.),Jung Kook,,
